"","unique_id","dfs.fid","dfs.prior.1","dfs.prior.2","dfs.prior.3","fid","length","speed.fid","speed.prior.1","speed.prior.2","speed.prior.3","Treatment","opcode","family","genus","species","activity","school_individual","DFSAvg","speed.priorAvg","scientific"
"92","Pipe 2LIZARD1_CAM2_RIG3",167.103,189.371,279.316,78.54,744.946,194.236,0.0698521613832853,0.057225,0.0457976666666667,0.0439376666666667,"Perspex","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","hide","Individual",182.409,0.0489867777777778,"Lutjanus.fulviflamma"
"93","Pipe 2LIZARD1_CAM4_RIG2",285.806,256.876,261.281,56.934,1001.676,191.812,0.124378,0.037253,NA,0.0314333333333333,"Diver","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","fulviflamma","hide","Individual",191.697,0.0343431666666667,"Lutjanus.fulviflamma"
"94","Pipe 2LIZARD1_CAM6_RIG1",350.723,274.155,317.968,307.624,2214.918,239.683,0.177294578313253,NA,0.199538,0.045533,"Pipe","LIZARD1_CAM6_RIG1","Haemulidae","Diagramma","pictum","flight","Individual",299.915666666667,0.1225355,"Diagramma.pictum"
"95","Pipe 2LIZARD2_CAM2_RIG1",104.658,32.249,36.286,268.99,1714.327,243.81,1.49731111111111,NA,0.206282666666667,0.14554,"Pipe","LIZARD2_CAM2_RIG1","Haemulidae","Diagramma","pictum","C- turn","Individual",112.508333333333,0.175911333333333,"Diagramma.pictum"
"96","Pipe 2LIZARD2_CAM3_RIG1",NA,117.512,83.558,94.727,1903.993,266.391,0.0814742857142857,NA,NA,0.050099,"Pipe","LIZARD2_CAM3_RIG1","Haemulidae","Diagramma","pictum","C- turn","Individual",98.599,0.050099,"Diagramma.pictum"
"97","Pipe 2LIZARD2_CAM4_RIG1",119.869,142.02,128.311,194.479,2172.642,194.865,NA,NA,NA,NA,"Pipe","LIZARD2_CAM4_RIG1","Lutjanidae","Lutjanus","spp","no response","Individual",154.936666666667,NA,"Lutjanus.spp"
"98","Pipe 2LIZARD2_CAM5_RIG3",NA,NA,NA,NA,551.083,NA,0.128800896860987,NA,NA,NA,"Pipe","LIZARD2_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",NA,NA,"Plectorhinchus.chrysotaenia"
"99","Pipe 2LIZARD3_CAM1_RIG1",939.995,383.416,973.411,211.601,1549.525,487.285,NA,NA,NA,NA,"Pipe","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","albovittatus","no response","Individual",522.809333333333,NA,"Plectorhinchus.albovittatus"
"100","Pipe 2LIZARD3_CAM2_RIG1",224.625,152.115,149.256,163.057,1016.137,376.39,NA,NA,NA,NA,"Pipe","LIZARD3_CAM2_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",154.809333333333,NA,"Plectorhinchus.chrysotaenia"
"101","Pipe 2LIZARD4_CAM2_RIG3",NA,NA,NA,NA,419.922,303.778,NA,NA,NA,NA,"Pipe","LIZARD4_CAM2_RIG3","Serranidae","Plectropomus","spp","no response","Individual",NA,NA,"Plectropomus.spp"
"102","Pipe 2LIZARD4_CAM4_RIG1",765.029,285.019,695.15,696.182,1484.876,410.864,NA,NA,NA,NA,"Pipe","LIZARD4_CAM4_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",558.783666666667,NA,"Plectorhinchus.chrysotaenia"
"103","Pipe 3aLIZARD1_CAM4_RIG2",128.764,287.65,314.263,98.485,915.496,123.694,0.23534126984127,0.0321033333333333,NA,0.0376153333333333,"Pipe","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",233.466,0.0348593333333333,"Lutjanus.spp"
"104","Pipe 3bLIZARD1_CAM4_RIG2",67.229,NA,99.234,90.756,843.308,112.847,0.0597873015873016,NA,NA,0.0214866666666667,"Pipe","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",94.995,0.0214866666666667,"Lutjanus.spp"
"105","Pipe 3cLIZARD1_CAM4_RIG2",89.455,151.243,137.571,136.812,890.862,104.495,0.209901587301587,0.0636803333333333,NA,0.0497056666666667,"Pipe","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",141.875333333333,0.056693,"Lutjanus.spp"
"106","Pipe 3LIZARD2_CAM5_RIG3",NA,NA,NA,NA,1083.358,NA,0.404039473684211,0.0252793333333333,0.0163516666666667,NA,"Pipe","LIZARD2_CAM5_RIG3","Lutjanidae","Lutjanus","carponotatus","flight","Individual",NA,0.0208155,"Lutjanus.carponotatus"
"107","Pipe 3LIZARD3_CAM1_RIG1",571.542,NA,NA,NA,1188.836,NA,NA,NA,NA,NA,"Pipe","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",NA,NA,"Plectorhinchus.chrysotaenia"
"108","Shark 1LIZARD1_CAM4_RIG2",146.72,136.228,137.898,134.717,1069.708,114.044,0.0281062827225131,NA,NA,0.01509,"Shark","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","no response","Individual",136.281,0.01509,"Lutjanus.spp"
"109","Shark 1LIZARD1_CAM6_RIG1",211.654,101.586,129.353,137.258,2628.792,215.732,0.29946,NA,NA,0.29393,"Shark","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulvus","flight","Individual",122.732333333333,0.29393,"Lutjanus.fulvus"
"110","Shark 1LIZARD2_CAM2_RIG1",315.372,274.186,294.168,302.74,1927.475,239.945,0.238661224489796,NA,NA,NA,"Shark","LIZARD2_CAM2_RIG1","Haemulidae","Diagramma","pictum","flight","Individual",290.364666666667,NA,"Diagramma.pictum"
"111","Shark 1LIZARD2_CAM3_RIG1",NA,236.533,144.928,217.371,1327.082,248.576,0.268691732283465,0.141835666666667,0.130439333333333,0.0831566666666667,"Shark","LIZARD2_CAM3_RIG1","Haemulidae","Diagramma","pictum","C- turn","Individual",199.610666666667,0.118477222222222,"Diagramma.pictum"
"112","Shark 1LIZARD2_CAM4_RIG1",418.414,319.684,529.588,433.333,1891.677,290.038,0.2862975,NA,NA,0.067897,"Turtle","LIZARD2_CAM4_RIG1","Lutjanidae","Lutjanus","fulviflamma","C- turn","Individual",427.535,0.067897,"Lutjanus.fulviflamma"
"113","Shark 1LIZARD2_CAM5_RIG3",NA,325.675,NA,NA,1099.562,191.864,0.0658160465116279,0.077425,0.0675036666666667,0.097054,"Shark","LIZARD2_CAM5_RIG3","Haemulidae","Diagramma","pictum","C- turn","Individual",325.675,0.0806608888888889,"Diagramma.pictum"
"114","Shark 1LIZARD3_CAM1_RIG1",1239.558,777.987,1066.293,1148.938,521.595,378.589,1.32221698113208,0.0338766666666667,NA,0.137918666666667,"Shark","LIZARD3_CAM1_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",997.739333333333,0.0858976666666667,"Pomacanthus.sexstriatus"
"115","Shark 1LIZARD3_CAM2_RIG1",769.035,1126.772,919.824,861.051,1996.874,399.138,0.348912692307692,0.075642,NA,0.0520023333333333,"Shark","LIZARD3_CAM2_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",969.215666666667,0.0638221666666667,"Pomacanthus.sexstriatus"
"116","Shark 1LIZARD3_CAM3_RIG2",NA,129.236,135.459,143.23,1178.849,271.971,0.251672037914692,NA,NA,0.059442,"Shark","LIZARD3_CAM3_RIG2","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",135.975,0.059442,"Plectorhinchus.chrysotaenia"
"117","Shark 1LIZARD3_CAM5_RIG3",52.247,50.662,42.758,47.2,1185.486,274.712,0.459763157894737,NA,NA,NA,"Shark","LIZARD3_CAM5_RIG3","Haemulidae","Plectorhinchus","lineatus","flight","Individual",46.8733333333333,NA,"Plectorhinchus.lineatus"
"118","Shark 1LIZARD3_CAM6_RIG2",137.727,146.406,149.927,154.41,802.378,248.028,NA,NA,NA,NA,"Turtle","LIZARD3_CAM6_RIG2","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",150.247666666667,NA,"Plectorhinchus.chrysotaenia"
"119","Shark 1LIZARD4_CAM2_RIG3",256.505,NA,330.622,352.36,766.551,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Serranidae","Plectropomus","spp","hide","Individual",341.491,NA,"Plectropomus.spp"
"120","Shark 1LIZARD4_CAM4_RIG1",129.417,216.004,386.478,200.355,1695.648,520.609,0.63108037037037,0.081669,0.155951666666667,NA,"Shark","LIZARD4_CAM4_RIG1","Serranidae","Plectropomus","spp","flight","Individual",267.612333333333,0.118810333333333,"Plectropomus.spp"
"121","Shark 1LIZARD4_CAM5_RIG1",224.296,507.676,359.027,259.275,1210.33,402.95,0.295712261580381,0.03183,NA,0.08737,"Shark","LIZARD4_CAM5_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",375.326,0.0596,"Plectorhinchus.chrysotaenia"
"122","Shark 1LIZARD5_CAM1_RIG2",35.038,147.33,53.905,37.068,1011.275,390.817,0.2393696,0.0292276666666667,NA,NA,"Shark","LIZARD5_CAM1_RIG2","Serranidae","Plectropomus","spp","flight","Individual",79.4343333333333,0.0292276666666667,"Plectropomus.spp"
"123","Shark 2LIZARD1_CAM4_RIG2",263.014,127.969,137.609,124.947,1592.574,211.539,0.160733179723502,NA,0.0342846666666667,0.0325803333333333,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","fulviflamma","flight","Individual",130.175,0.0334325,"Lutjanus.fulviflamma"
"124","Shark 2LIZARD1_CAM6_RIG1",100.373,128.225,104.984,115.31,2277.881,163.1,0.223373295454545,NA,0.353415,0.308092,"Shark","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","Individual",116.173,0.3307535,"Lutjanus.fulviflamma"
"125","Shark 2LIZARD2_CAM3_RIG1",NA,246.753,278.144,265.135,1670.8,258.572,0.199788077858881,0.135924,0.133326666666667,0.033691,"Shark","LIZARD2_CAM3_RIG1","Haemulidae","Diagramma","pictum","flight","Individual",263.344,0.100980555555556,"Diagramma.pictum"
"126","Shark 2LIZARD2_CAM4_RIG1",101.942,161.219,161.4,150.568,1587.086,312.699,NA,NA,NA,NA,"Turtle","LIZARD2_CAM4_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",157.729,NA,"Diagramma.pictum"
"127","Shark 2LIZARD2_CAM5_RIG3",499.087,367.253,580.429,548.572,1278.937,307.483,NA,0.037114,NA,NA,"Shark","LIZARD2_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",498.751333333333,0.037114,"Plectorhinchus.chrysotaenia"
"128","Shark 2LIZARD3_CAM1_RIG1",1064.438,NA,187.966,159.835,1558.45,NA,1.80447692307692,NA,NA,0.114515666666667,"Shark","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",173.9005,0.114515666666667,"Plectorhinchus.chrysotaenia"
"129","Shark 2LIZARD4_CAM2_RIG3",412.948,NA,NA,96.894,613.29,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Serranidae","Plectropomus","spp","flight","Individual",96.894,NA,"Plectropomus.spp"
"130","Shark 2LIZARD4_CAM4_RIG1",797.49,141.597,98.813,263.328,1963.081,437.9,0.279903913043478,0.0772836666666667,NA,NA,"Shark","LIZARD4_CAM4_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",167.912666666667,0.0772836666666667,"Plectorhinchus.chrysotaenia"
"131","Shark 2LIZARD4_CAM5_RIG1",228.779,304.95,288.027,272.395,2069.6,348.225,0.193540871934605,NA,NA,NA,"Pipe","LIZARD4_CAM5_RIG1","Haemulidae","Plectorhinchus","lineatus","flight","Individual",288.457333333333,NA,"Plectorhinchus.lineatus"
"132","Shark 3aLIZARD1_CAM4_RIG2",77.347,119.781,128.478,128.579,1111.839,99.465,0.0405596858638743,NA,NA,0.028622,"Shark","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",125.612666666667,0.028622,"Lutjanus.spp"
"133","Shark 3aLIZARD4_CAM2_RIG3",301.622,248.506,358.624,239.83,761.867,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",282.32,NA,"Lutjanus.fulviflamma"
"134","Shark 3bLIZARD1_CAM4_RIG2",91.43,98.192,119.293,145.579,1164.206,118.536,NA,NA,NA,NA,"Shark","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",121.021333333333,NA,"Lutjanus.spp"
"135","Shark 3bLIZARD4_CAM2_RIG3",223.737,232.986,208.318,234.332,784.852,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",225.212,NA,"Lutjanus.fulviflamma"
"136","Shark 3LIZARD2_CAM3_RIG1",NA,130.071,245.923,332.596,1895.173,237.704,0.0340184914841849,0.105467333333333,0.0937233333333333,0.0348376666666667,"Shark","LIZARD2_CAM3_RIG1","Haemulidae","Diagramma","pictum","flight","Individual",236.196666666667,0.0780094444444445,"Diagramma.pictum"
"137","Shark 3LIZARD3_CAM1_RIG1",298.225,353.502,290.439,201.541,1361.233,382.229,0.642214953271028,NA,NA,0.0881973333333333,"Shark","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",281.827333333333,0.0881973333333333,"Plectorhinchus.chrysotaenia"
"138","Shark 3LIZARD4_CAM4_RIG1",577.773,137.605,NA,600.526,2357.937,739.431,0.505414371257485,0.112800666666667,0.152524666666667,0.0963956666666667,"Perspex","LIZARD4_CAM4_RIG1","Lutjanidae","Lutjanus","bohar","flight","Individual",369.0655,0.120573666666667,"Lutjanus.bohar"
"139","Shark 4aLIZARD4_CAM4_RIG1",103.913,454.005,396.843,290.157,1177.173,237.438,0.166897297297297,0.077812,0.240138,0.129801,"Shark","LIZARD4_CAM4_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","School",380.335,0.149250333333333,"Lutjanus.fulviflamma"
"140","Shark 4bLIZARD4_CAM4_RIG1",194.848,625.921,442.934,254.415,1074.558,210.528,0.415754054054054,0.036136,0.358461,0.158124,"Shark","LIZARD4_CAM4_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","School",441.09,0.184240333333333,"Lutjanus.fulviflamma"
"141","Shark 4cLIZARD4_CAM4_RIG1",172.845,555.653,454.36,114.664,1037.583,215.495,0.358875675675676,0.084443,0.195569,0.194826,"Shark","LIZARD4_CAM4_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","School",374.892333333333,0.158279333333333,"Lutjanus.fulviflamma"
"142","Shark 4LIZARD3_CAM1_RIG1",565.009,704.207,770.193,870.916,1056.439,375.78,1.13289,NA,NA,0.145799333333333,"Shark","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",781.772,0.145799333333333,"Plectorhinchus.chrysotaenia"
"143","Shark 5LIZARD3_CAM1_RIG1",700.444,795.507,848.252,724.888,1845.513,372.746,1.303314,NA,NA,NA,"Shark","LIZARD3_CAM1_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",789.549,NA,"Pomacanthus.sexstriatus"
"144","Shark 5LIZARD4_CAM4_RIG1",NA,NA,NA,NA,1067.769,467.334,0.392655465587045,NA,NA,0.129738333333333,"Shark","LIZARD4_CAM4_RIG1","Serranidae","Plectropomus","spp","flight","Individual",NA,0.129738333333333,"Plectropomus.spp"
"145","Shark 6LIZARD3_CAM1_RIG1",515.206,NA,NA,NA,1069.408,255.474,0.408650704225352,NA,NA,NA,"Shark","LIZARD3_CAM1_RIG1","Lutjanidae","Lutjanus","carponotatus","flight","Individual",NA,NA,"Lutjanus.carponotatus"
"146","Turtle 1aLIZARD1_CAM2_RIG3",44.613,99.306,53.085,56.089,1048.079,102.173,0.140405,0.00893566666666667,0.033529,NA,"Turtle","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","spp","hide","School",69.4933333333333,0.0212323333333333,"Lutjanus.spp"
"147","Turtle 1aLIZARD1_CAM6_RIG1",81.835,171.205,161.749,124.892,2058.448,NA,NA,0.228146,0.541097,0.212580666666667,"Turtle","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulviflamma","no response","School",152.615333333333,0.327274555555556,"Lutjanus.fulviflamma"
"148","Turtle 1aLIZARD3_CAM3_RIG2",NA,91.867,130.239,89.843,1186.2,171.029,0.102297674418605,0.022687,0.0899773333333333,0.0278346666666667,"Turtle","LIZARD3_CAM3_RIG2","Lutjanidae","Lutjanus","fulviflamma","no response","School",103.983,0.046833,"Lutjanus.fulviflamma"
"149","Turtle 1aLIZARD4_CAM2_RIG3",NA,NA,NA,NA,541.402,145.85,NA,NA,NA,NA,"Perspex","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",NA,NA,"Lutjanus.fulviflamma"
"150","Turtle 1bLIZARD1_CAM2_RIG3",NA,124.261,113.008,222.761,882.193,80.347,0.219911320754717,0.029407,0.0422206666666667,0.101118,"Turtle","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","spp","hide","School",153.343333333333,0.0575818888888889,"Lutjanus.spp"
"151","Turtle 1bLIZARD1_CAM6_RIG1",118.751,134.945,145.582,94.005,1973.807,NA,NA,NA,NA,NA,"Turtle","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulviflamma","no response","School",124.844,NA,"Lutjanus.fulviflamma"
"152","Turtle 1bLIZARD3_CAM3_RIG2",NA,275.545,275.856,186.971,1053.9,202.626,0.301309302325581,0.044618,0.100609333333333,0.0614013333333333,"Turtle","LIZARD3_CAM3_RIG2","Lutjanidae","Lutjanus","fulviflamma","no response","School",246.124,0.0688762222222222,"Lutjanus.fulviflamma"
"153","Turtle 1bLIZARD4_CAM2_RIG3",NA,NA,NA,NA,513.276,117.593,NA,NA,NA,NA,"Perspex","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",NA,NA,"Lutjanus.fulviflamma"
"154","Turtle 1cLIZARD1_CAM2_RIG3",56.098,45.69,48.917,69.962,971.661,NA,0.108161666666667,0.0353565,0.075189552238806,NA,"Turtle","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","spp","hide","School",54.8563333333333,0.055273026119403,"Lutjanus.spp"
"155","Turtle 1cLIZARD1_CAM6_RIG1",90.03,113.542,92.678,76.874,1963.001,NA,NA,0.180454,0.161801,0.168575333333333,"Turtle","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulviflamma","no response","School",94.3646666666667,0.170276777777778,"Lutjanus.fulviflamma"
"156","Turtle 1cLIZARD3_CAM3_RIG2",NA,126.701,112.542,241.412,1245.404,176.943,NA,0.0577223333333333,0.0256183333333333,0.0250473333333333,"Turtle","LIZARD3_CAM3_RIG2","Lutjanidae","Lutjanus","fulviflamma","no response","School",160.218333333333,0.0361293333333333,"Lutjanus.fulviflamma"
"157","Turtle 1cLIZARD4_CAM2_RIG3",NA,NA,NA,NA,767.609,160.069,NA,NA,NA,NA,"Perspex","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",NA,NA,"Lutjanus.fulviflamma"
"158","Turtle 1LIZARD1_CAM10_RIG2",NA,NA,NA,NA,1545.256,468.305,NA,NA,NA,NA,"Turtle","LIZARD1_CAM10_RIG2","Haemulidae","Plectorhinchus","albovittatus","no response","Individual",NA,NA,"Plectorhinchus.albovittatus"
"159","Turtle 1LIZARD1_CAM4_RIG2",204.061,184.541,155.972,167.449,1281.045,117.127,NA,NA,NA,NA,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","no response","Individual",169.320666666667,NA,"Lutjanus.spp"
"160","Turtle 1LIZARD2_CAM4_RIG1",312.447,NA,305.004,275.452,1978.433,270.445,NA,NA,NA,NA,"Turtle","LIZARD2_CAM4_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",290.228,NA,"Diagramma.pictum"
"161","Turtle 1LIZARD2_CAM5_RIG3",529.501,465.496,516.077,522.05,730.639,286.713,0.248800854700855,NA,NA,NA,"Turtle","LIZARD2_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",501.207666666667,NA,"Plectorhinchus.chrysotaenia"
"162","Turtle 1LIZARD2_CAM7_RIG1",268.937,275.829,293.629,256.428,1316.457,255.923,NA,NA,NA,NA,"Turtle","LIZARD2_CAM7_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",275.295333333333,NA,"Diagramma.pictum"
"163","Turtle 1LIZARD3_CAM1_RIG1",409.6,665.288,584.716,478.967,2125.014,283.216,0.29385625,NA,0.0548703333333333,0.124509333333333,"Turtle","LIZARD3_CAM1_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",576.323666666667,0.0896898333333333,"Pomacanthus.sexstriatus"
"164","Turtle 1LIZARD3_CAM2_RIG1",967.19,NA,NA,581.243,2430.997,566.31,0.568014545454545,NA,0.323606666666667,0.308667,"Turtle","LIZARD3_CAM2_RIG1","Lutjanidae","Lutjanus","bohar","Passing","Individual",581.243,0.316136833333333,"Lutjanus.bohar"
"165","Turtle 1LIZARD3_CAM5_RIG3",86.46,118.534,106.245,119.777,1217.788,323.448,0.0720884146341463,NA,NA,NA,"Diver","LIZARD3_CAM5_RIG3","Haemulidae","Plectorhinchus","lineatus","flight","Individual",114.852,NA,"Plectorhinchus.lineatus"
"166","Turtle 1LIZARD3_CAM6_RIG2",185.956,285.813,221.836,257.554,1045.55,320.197,0.0913573913043478,0.150531578947368,0.0549976666666667,NA,"Turtle","LIZARD3_CAM6_RIG2","Haemulidae","Plectorhinchus","lineatus","hide","Individual",255.067666666667,0.102764622807018,"Plectorhinchus.lineatus"
"167","Turtle 1LIZARD4_CAM4_RIG1",NA,NA,NA,NA,1523.649,597.735,NA,NA,NA,NA,"Turtle","LIZARD4_CAM4_RIG1","Serranidae","Plectropomus","spp","no response","Individual",NA,NA,"Plectropomus.spp"
"168","Turtle 1LIZARD4_CAM5_RIG1",582.225,117.8,462.47,550.376,1803.346,216.73,0.379042105263158,0.140640526315789,0.0978304347826087,0.145256666666667,"Turtle","LIZARD4_CAM5_RIG1","Lutjanidae","Lutjanus","carponotatus","flight","Individual",376.882,0.127909209255022,"Lutjanus.carponotatus"
"169","Turtle 1LIZARD4_CAM7_RIG2",NA,NA,NA,NA,247.706,258.597,NA,NA,NA,NA,"Turtle","LIZARD4_CAM7_RIG2","Serranidae","Plectropomus","spp","no response","Individual",NA,NA,"Plectropomus.spp"
"170","Turtle 2LIZARD1_CAM4_RIG2",209.254,291.244,281.228,267.248,1521.913,195.276,0.179885714285714,0.017564,NA,0.02436,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","fulviflamma","flight","Individual",279.906666666667,0.020962,"Lutjanus.fulviflamma"
"171","Turtle 2LIZARD2_CAM4_RIG1",290.802,NA,NA,291.9,2286.263,271.41,NA,NA,NA,NA,"Turtle","LIZARD2_CAM4_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",291.9,NA,"Diagramma.pictum"
"172","Turtle 2LIZARD2_CAM5_RIG3",349.892,415.37,450.207,514.737,668.563,207.29,0.274965811965812,NA,0.116395,0.126108,"Turtle","LIZARD2_CAM5_RIG3","Haemulidae","Diagramma","pictum","flight","Individual",460.104666666667,0.1212515,"Diagramma.pictum"
"173","Turtle 2LIZARD3_CAM1_RIG1",128.525,88.83,122.073,143.15,2938.462,441.532,0.122078199052133,NA,NA,NA,"Turtle","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","albovittatus","flight","Individual",118.017666666667,NA,"Plectorhinchus.albovittatus"
"174","Turtle 2LIZARD3_CAM2_RIG1",94.049,109.42,92.393,274.76,1563.113,388.293,0.34056,NA,NA,NA,"Turtle","LIZARD3_CAM2_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",158.857666666667,NA,"Plectorhinchus.chrysotaenia"
"175","Turtle 2LIZARD3_CAM5_RIG3",145.165,155.703,173.844,157.372,650.477,258.726,0.114271889400922,NA,NA,NA,"Diver","LIZARD3_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",162.306333333333,NA,"Plectorhinchus.chrysotaenia"
"176","Turtle 2LIZARD3_CAM6_RIG2",353.702,417.211,331.523,244.106,611.939,243.689,0.556426470588235,NA,NA,NA,"Turtle","LIZARD3_CAM6_RIG2","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",330.946666666667,NA,"Plectorhinchus.chrysotaenia"
"177","Turtle 2LIZARD4_CAM4_RIG1",406.48,413.657,424.787,430.477,1643.589,414.442,0.397518965517241,NA,NA,NA,"Turtle","LIZARD4_CAM4_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",422.973666666667,NA,"Plectorhinchus.chrysotaenia"
"178","Turtle 3LIZARD1_CAM4_RIG2",393.64,419.075,440.798,334.68,1366.967,224.279,0.0701064516129032,NA,NA,NA,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","carponotatus","C- turn","Individual",398.184333333333,NA,"Lutjanus.carponotatus"
"179","Turtle 3LIZARD2_CAM5_RIG3",505.385,485.971,510.651,447.274,652.84,178.558,0.108500854700855,NA,0.111818,0.123517,"Turtle","LIZARD2_CAM5_RIG3","Haemulidae","Diagramma","pictum","flight","Individual",481.298666666667,0.1176675,"Diagramma.pictum"
