"","modname","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","log.length","sqrt.speed.fid","sqrt.speed.priorAVG","log.DFSAvg","log.dfs.fid","Treatment","genus","scientific","school_individual"
"fid","scientific",1186.06941317753,1209.32007824006,0.31729,NA,12,1,0,14.048,0.39,0,0,0,0,0,0,0,0,1,0
