"","modname","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","log.length","log.DFSAvg","Treatment","genus","school_individual"
"fid","log.length",1192.33154963374,1199.34646680167,0.12057,NA,3,1,0,0,0.788,0.873,1,0,0,0,0
