,modname,AICc,BIC,r2.vals,r2.vals.unique,edf,edf.less.1,delta.AICc,delta.BIC,wi.AICc,wi.BIC,log.length,log.DFSAvg,Treatment,genus,school_individual
fid,log.length+Treatment,1893.215242,1911.522937,0.21717,NA,7,1,0,0,0.659,0.517,1,0,1,0,0
