"","uniqueID","FID","Length","Treatment","Genus","Species","Activity","School.Individual","speed.FID","SpeedAvg","DFS.FID","DFSAvg"
"172","Shark 4LIZARD3_CAM1_RIG1",1056.439,375.78,"Shark","Plectorhinchus","chrysotaenia","flight","Individual",1.13289,0.0485997776666667,565.009,781.772
"173","Shark 5LIZARD3_CAM1_RIG1",1845.513,372.746,"Shark","Pomacanthus","sexstriatus","flight","Individual",1.303314,0,700.444,789.549
"174","Shark 5LIZARD3_CAM1_RIG1",1845.513,372.746,"Shark","Plectorhinchus","chrysotaenia","flight","Individual",1.303314,0,700.444,789.549
"175","Shark 5LIZARD4_CAM4_RIG1",1067.769,467.334,"Shark","Plectropomus","sp","flight","Individual",0.392655466,0.129738333,0,0
"176","Shark 6LIZARD3_CAM1_RIG1",1069.408,255.474,"Shark","Lutjanus","carponotatus","flight","Individual",0.408650704,NA,515.206,NA
"177","Turtle 1aLIZARD1_CAM2_RIG3",1048.079,102.173,"Turtle","Lutjanus","sp","hide","School",0.140405,0.014154889,44.613,69.4933333333333
"178","Turtle 1aLIZARD1_CAM6_RIG1",2058.448,NA,"Turtle","Lutjanus","fulviflamma","no response","School",0,0.327274555666667,81.835,152.615333333333
"179","Turtle 1aLIZARD1_CAM6_RIG1",2058.448,NA,"Turtle","Lutjanus","fulviflamma","no response","Individual",0,0.327274555666667,81.835,152.615333333333
"180","Turtle 1aLIZARD3_CAM3_RIG2",1186.2,171.029,"Turtle","Lutjanus","fulviflamma","no response","School",0.102297674,0.046833,89.843,111.053
"181","Turtle 1aLIZARD4_CAM2_RIG3",541.402,145.85,"Turtle","Lutjanus","fulviflamma","flight","School",NA,NA,NA,NA
"182","Turtle 1bLIZARD1_CAM2_RIG3",882.193,80.347,"Turtle","Lutjanus","sp","hide","School",0.219911321,0.057581889,0,153.343333333333
"183","Turtle 1bLIZARD1_CAM6_RIG1",1973.807,NA,"Turtle","Lutjanus","fulviflamma","no response","Individual",0,0,118.751,124.844
"184","Turtle 1bLIZARD1_CAM6_RIG1",1973.807,NA,"Turtle","Lutjanus","fulviflamma","no response","School",0,0,118.751,124.844
"185","Turtle 1bLIZARD3_CAM3_RIG2",1053.9,202.626,"Turtle","Lutjanus","fulviflamma","no response","School",0.301309302,0.068876222,186.971,332.064
"186","Turtle 1bLIZARD4_CAM2_RIG3",513.276,117.593,"Turtle","Lutjanus","fulviflamma","flight","School",NA,NA,NA,NA
"187","Turtle 1cLIZARD1_CAM2_RIG3",971.661,NA,"Turtle","Lutjanus","sp","hide","School",0.108161667,0.036848684,56.098,54.8563333333333
"188","Turtle 1cLIZARD1_CAM6_RIG1",1963.001,NA,"Turtle","Lutjanus","fulviflamma","no response","School",0,0.170276777666667,90.03,94.3646666666667
"189","Turtle 1cLIZARD1_CAM6_RIG1",1963.001,NA,"Turtle","Lutjanus","fulviflamma","no response","Individual",0,0.170276777666667,90.03,94.3646666666667
"190","Turtle 1cLIZARD3_CAM3_RIG2",1245.404,176.943,"Turtle","Lutjanus","fulviflamma","no response","School",NA,0.036129333,241.412,119.6215
"191","Turtle 1cLIZARD4_CAM2_RIG3",767.609,160.069,"Turtle","Lutjanus","fulviflamma","flight","School",NA,NA,NA,NA
"192","Turtle 1LIZARD1_CAM10_RIG2",1545.256,468.305,"Turtle","Plectorhinchus","albovittatus","no response","Individual",0,0,0,0
"193","Turtle 1LIZARD1_CAM4_RIG2",1281.045,117.127,"Turtle","Lutjanus","sp","no response","Individual",0,0,204.061,169.320666666667
"194","Turtle 1LIZARD2_CAM4_RIG1",1978.433,270.445,"Turtle","Diagramma","pictum","no response","Individual",0,0,312.447,290.228
"195","Turtle 1LIZARD2_CAM5_RIG3",730.639,286.713,"Turtle","Plectorhinchus","chrysotaenia","flight","Individual",0.248800855,0,529.501,501.207666666667
"196","Turtle 1LIZARD2_CAM7_RIG1",1316.457,255.923,"Turtle","Diagramma","pictum","no response","Individual",0,0,268.937,275.295333333333
"197","Turtle 1LIZARD3_CAM1_RIG1",2125.014,283.216,"Turtle","Pomacanthus","sexstriatus","flight","Individual",0.29385625,0.059793222,409.6,576.323666666667
"198","Turtle 1LIZARD3_CAM2_RIG1",2430.997,566.31,"Turtle","Lutjanus","bohar","Passing","Individual",0.568014545,0.3161368335,967.19,581.243
"199","Turtle 1LIZARD3_CAM5_RIG3",1217.788,323.448,"Turtle","Plectorhinchus","lineatus","flight","Individual",0.072088415,0,86.46,114.852
"200","Turtle 1LIZARD3_CAM5_RIG3",1217.788,323.448,"Diver","Plectorhinchus","lineatus","flight","Individual",0.072088415,0,86.46,114.852
"201","Turtle 1LIZARD3_CAM6_RIG2",1045.55,320.197,"Turtle","Plectorhinchus","lineatus","hide","Individual",0.091357391,0.0685097486666667,185.956,255.067666666667
"202","Turtle 1LIZARD4_CAM4_RIG1",1523.649,597.735,"Turtle","Plectropomus","sp","no response","Individual",0,0,0,0
"203","Turtle 1LIZARD4_CAM5_RIG1",1803.346,216.73,"Turtle","Lutjanus","carponotatus","flight","Individual",0.379042105,0.127909209333333,582.225,376.882
"204","Turtle 1LIZARD4_CAM7_RIG2",247.706,258.597,"Turtle","Plectropomus","sp","no response","Individual",0,0,0,0
"205","Turtle 2LIZARD1_CAM4_RIG2",1521.913,195.276,"Turtle","Lutjanus","fulviflamma","flight","Individual",0.179885714,0.0139746666666667,209.254,279.906666666667
"206","Turtle 2LIZARD2_CAM4_RIG1",2286.263,271.41,"Turtle","Diagramma","pictum","no response","Individual",0,0,290.802,291.9
"207","Turtle 2LIZARD2_CAM5_RIG3",668.563,207.29,"Turtle","Diagramma","pictum","flight","Individual",0.274965812,0.0808343333333333,349.892,460.104666666667
"208","Turtle 2LIZARD3_CAM1_RIG1",2938.462,441.532,"Turtle","Plectorhinchus","albovittatus","flight","Individual",0.122078199,0,128.525,118.017666666667
"209","Turtle 2LIZARD3_CAM1_RIG1",2938.462,441.532,"Turtle","Pomacanthus","sexstriatus","flight","Individual",0.122078199,0,128.525,118.017666666667
"210","Turtle 2LIZARD3_CAM2_RIG1",1563.113,388.293,"Turtle","Plectorhinchus","chrysotaenia","flight","Individual",0.34056,0,94.049,158.857666666667
"211","Turtle 2LIZARD3_CAM5_RIG3",650.477,258.726,"Turtle","Plectorhinchus","chrysotaenia","hide","Individual",0.114271889,0,145.165,162.306333333333
"212","Turtle 2LIZARD3_CAM5_RIG3",650.477,258.726,"Diver","Plectorhinchus","chrysotaenia","hide","Individual",0.114271889,0,145.165,162.306333333333
"213","Turtle 2LIZARD3_CAM6_RIG2",611.939,243.689,"Turtle","Plectorhinchus","chrysotaenia","hide","Individual",0.556426471,0,353.702,330.946666666667
"214","Turtle 2LIZARD4_CAM4_RIG1",1643.589,414.442,"Turtle","Plectorhinchus","chrysotaenia","flight","Individual",0.397518966,0,406.48,422.973666666667
"215","Turtle 3LIZARD1_CAM4_RIG2",1366.967,224.279,"Turtle","Lutjanus","carponotatus","C- turn","Individual",0.070106452,0,393.64,398.184333333333
"216","Turtle 3LIZARD2_CAM5_RIG3",652.84,178.558,"Turtle","Diagramma","pictum","flight","Individual",0.108500855,0.078445,505.385,481.298666666667
