"","unique_id","dfs.fid","dfs.prior.1","dfs.prior.2","dfs.prior.3","fid","length","speed.fid","speed.prior.1","speed.prior.2","speed.prior.3","Treatment","opcode","family","genus","species","activity","school_individual","DFSAvg","speed.priorAvg","scientific","site"
"85","Shark 1LIZARD3_CAM2_RIG1",769.035,1126.772,919.824,861.051,1996.874,399.138,0.348912692307692,0.075642,0,0.0520023333333333,"Shark","LIZARD3_CAM2_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",969.215666666667,0.0425481111111111,"Pomacanthus.sexstriatus","3"
"86","Shark 1LIZARD3_CAM3_RIG2",NA,129.236,135.459,143.23,1178.849,271.971,0.251672037914692,0,0,0.059442,"Shark","LIZARD3_CAM3_RIG2","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",135.975,0.019814,"Plectorhinchus.chrysotaenia","3"
"87","Shark 1LIZARD3_CAM5_RIG3",52.247,50.662,42.758,47.2,1185.486,274.712,0.459763157894737,0,0,0,"Shark","LIZARD3_CAM5_RIG3","Haemulidae","Plectorhinchus","lineatus","flight","Individual",46.8733333333333,0,"Plectorhinchus.lineatus","3"
"88","Shark 1LIZARD3_CAM6_RIG2",137.727,146.406,149.927,154.41,802.378,248.028,NA,0,0,0,"Turtle","LIZARD3_CAM6_RIG2","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",150.247666666667,0,"Plectorhinchus.chrysotaenia","3"
"89","Shark 1LIZARD4_CAM2_RIG3",256.505,NA,330.622,352.36,766.551,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Serranidae","Plectropomus","spp","hide","Individual",341.491,NA,"Plectropomus.spp","4"
"90","Shark 1LIZARD4_CAM4_RIG1",129.417,216.004,386.478,200.355,1695.648,520.609,0.63108037037037,0.081669,0.155951666666667,NA,"Shark","LIZARD4_CAM4_RIG1","Serranidae","Plectropomus","spp","flight","Individual",267.612333333333,0.118810333333333,"Plectropomus.spp","4"
"91","Shark 1LIZARD4_CAM5_RIG1",224.296,507.676,359.027,259.275,1210.33,402.95,0.295712261580381,0.03183,0,0.08737,"Shark","LIZARD4_CAM5_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",375.326,0.0397333333333333,"Plectorhinchus.chrysotaenia","4"
"92","Shark 1LIZARD5_CAM1_RIG2",35.038,147.33,53.905,37.068,1011.275,390.817,0.2393696,0.0292276666666667,0,0,"Shark","LIZARD5_CAM1_RIG2","Serranidae","Plectropomus","spp","flight","Individual",79.4343333333333,0.00974255555555556,"Plectropomus.spp","5"
"93","Shark 2LIZARD1_CAM4_RIG2",263.014,127.969,137.609,124.947,1592.574,211.539,0.160733179723502,0,0.0342846666666667,0.0325803333333333,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","fulviflamma","flight","Individual",130.175,0.0222883333333333,"Lutjanus.fulviflamma","1"
"94","Shark 2LIZARD1_CAM6_RIG1",100.373,128.225,104.984,115.31,2277.881,163.1,0.223373295454545,0,0.353415,0.308092,"Shark","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","Individual",116.173,0.220502333333333,"Lutjanus.fulviflamma","1"
"95","Shark 2LIZARD2_CAM3_RIG1",NA,246.753,278.144,265.135,1670.8,258.572,0.199788077858881,0.135924,0.133326666666667,0.033691,"Shark","LIZARD2_CAM3_RIG1","Haemulidae","Diagramma","pictum","flight","Individual",263.344,0.100980555555556,"Diagramma.pictum","2"
"96","Shark 2LIZARD2_CAM4_RIG1",101.942,161.219,161.4,150.568,1587.086,312.699,0,0,0,0,"Turtle","LIZARD2_CAM4_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",157.729,0,"Diagramma.pictum","2"
"97","Shark 2LIZARD2_CAM5_RIG3",499.087,367.253,580.429,548.572,1278.937,307.483,NA,0.037114,0,0,"Shark","LIZARD2_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","no response","Individual",498.751333333333,0.0123713333333333,"Plectorhinchus.chrysotaenia","2"
"98","Shark 2LIZARD3_CAM1_RIG1",1064.438,NA,187.966,159.835,1558.45,NA,1.80447692307692,0,0,0.114515666666667,"Shark","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",173.9005,0.0381718888888889,"Plectorhinchus.chrysotaenia","3"
"99","Shark 2LIZARD4_CAM2_RIG3",412.948,NA,NA,96.894,613.29,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Serranidae","Plectropomus","spp","flight","Individual",96.894,NA,"Plectropomus.spp","4"
"100","Shark 2LIZARD4_CAM4_RIG1",797.49,141.597,98.813,263.328,1963.081,437.9,0.279903913043478,0.0772836666666667,0,0,"Shark","LIZARD4_CAM4_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",167.912666666667,0.0257612222222222,"Plectorhinchus.chrysotaenia","4"
"101","Shark 2LIZARD4_CAM5_RIG1",228.779,304.95,288.027,272.395,2069.6,348.225,0.193540871934605,0,0,0,"Pipe","LIZARD4_CAM5_RIG1","Haemulidae","Plectorhinchus","lineatus","flight","Individual",288.457333333333,0,"Plectorhinchus.lineatus","4"
"102","Shark 3LIZARD2_CAM3_RIG1",NA,130.071,245.923,332.596,1895.173,237.704,0.0340184914841849,0.105467333333333,0.0937233333333333,0.0348376666666667,"Shark","LIZARD2_CAM3_RIG1","Haemulidae","Diagramma","pictum","flight","Individual",236.196666666667,0.0780094444444445,"Diagramma.pictum","2"
"103","Shark 3LIZARD3_CAM1_RIG1",298.225,353.502,290.439,201.541,1361.233,382.229,0.642214953271028,0,0,0.0881973333333333,"Shark","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",281.827333333333,0.0293991111111111,"Plectorhinchus.chrysotaenia","3"
"104","Shark 3LIZARD4_CAM4_RIG1",577.773,137.605,NA,600.526,2357.937,739.431,0.505414371257485,0.112800666666667,0.152524666666667,0.0963956666666667,"Perspex","LIZARD4_CAM4_RIG1","Lutjanidae","Lutjanus","bohar","flight","Individual",369.0655,0.120573666666667,"Lutjanus.bohar","4"
"105","Shark 4LIZARD3_CAM1_RIG1",565.009,704.207,770.193,870.916,1056.439,375.78,1.13289,0,0,0.145799333333333,"Shark","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",781.772,0.0485997777777778,"Plectorhinchus.chrysotaenia","3"
"106","Shark 5LIZARD3_CAM1_RIG1",700.444,795.507,848.252,724.888,1845.513,372.746,1.303314,0,0,0,"Shark","LIZARD3_CAM1_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",789.549,0,"Pomacanthus.sexstriatus","3"
"107","Shark 5LIZARD4_CAM4_RIG1",NA,NA,NA,NA,1067.769,467.334,0.392655465587045,NA,NA,0.129738333333333,"Shark","LIZARD4_CAM4_RIG1","Serranidae","Plectropomus","spp","flight","Individual",NA,0.129738333333333,"Plectropomus.spp","4"
"108","Shark 6LIZARD3_CAM1_RIG1",515.206,NA,NA,NA,1069.408,255.474,0.408650704225352,NA,NA,NA,"Shark","LIZARD3_CAM1_RIG1","Lutjanidae","Lutjanus","carponotatus","flight","Individual",NA,NA,"Lutjanus.carponotatus","3"
"109","Turtle 1LIZARD1_CAM10_RIG2",NA,NA,NA,NA,1545.256,468.305,NA,0,0,0,"Turtle","LIZARD1_CAM10_RIG2","Haemulidae","Plectorhinchus","albovittatus","no response","Individual",NA,0,"Plectorhinchus.albovittatus","1"
"110","Turtle 1LIZARD1_CAM4_RIG2",204.061,184.541,155.972,167.449,1281.045,117.127,0,0,0,0,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","no response","Individual",169.320666666667,0,"Lutjanus.spp","1"
"111","Turtle 1LIZARD2_CAM4_RIG1",312.447,NA,305.004,275.452,1978.433,270.445,0,NA,0,0,"Turtle","LIZARD2_CAM4_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",290.228,0,"Diagramma.pictum","2"
"112","Turtle 1LIZARD2_CAM5_RIG3",529.501,465.496,516.077,522.05,730.639,286.713,0.248800854700855,0,0,0,"Turtle","LIZARD2_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",501.207666666667,0,"Plectorhinchus.chrysotaenia","2"
"113","Turtle 1LIZARD2_CAM7_RIG1",268.937,275.829,293.629,256.428,1316.457,255.923,NA,0,0,0,"Turtle","LIZARD2_CAM7_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",275.295333333333,0,"Diagramma.pictum","2"
"114","Turtle 1LIZARD3_CAM1_RIG1",409.6,665.288,584.716,478.967,2125.014,283.216,0.29385625,0,0.0548703333333333,0.124509333333333,"Turtle","LIZARD3_CAM1_RIG1","Pomacanthidae","Pomacanthus","sexstriatus","flight","Individual",576.323666666667,0.0597932222222222,"Pomacanthus.sexstriatus","3"
"115","Turtle 1LIZARD3_CAM2_RIG1",967.19,NA,NA,581.243,2430.997,566.31,0.568014545454545,NA,0.323606666666667,0.308667,"Turtle","LIZARD3_CAM2_RIG1","Lutjanidae","Lutjanus","bohar","Passing","Individual",581.243,0.316136833333333,"Lutjanus.bohar","3"
"116","Turtle 1LIZARD3_CAM5_RIG3",86.46,118.534,106.245,119.777,1217.788,323.448,0.0720884146341463,0,0,0,"Diver","LIZARD3_CAM5_RIG3","Haemulidae","Plectorhinchus","lineatus","flight","Individual",114.852,0,"Plectorhinchus.lineatus","3"
"117","Turtle 1LIZARD3_CAM6_RIG2",185.956,285.813,221.836,257.554,1045.55,320.197,0.0913573913043478,0.150531578947368,0.0549976666666667,0,"Turtle","LIZARD3_CAM6_RIG2","Haemulidae","Plectorhinchus","lineatus","hide","Individual",255.067666666667,0.0685097485380117,"Plectorhinchus.lineatus","3"
"118","Turtle 1LIZARD4_CAM4_RIG1",NA,NA,NA,NA,1523.649,597.735,NA,0,0,0,"Turtle","LIZARD4_CAM4_RIG1","Serranidae","Plectropomus","spp","no response","Individual",NA,0,"Plectropomus.spp","4"
"119","Turtle 1LIZARD4_CAM5_RIG1",582.225,117.8,462.47,550.376,1803.346,216.73,0.379042105263158,0.140640526315789,0.0978304347826087,0.145256666666667,"Turtle","LIZARD4_CAM5_RIG1","Lutjanidae","Lutjanus","carponotatus","flight","Individual",376.882,0.127909209255022,"Lutjanus.carponotatus","4"
"120","Turtle 1LIZARD4_CAM7_RIG2",NA,NA,NA,NA,247.706,258.597,NA,0,0,0,"Turtle","LIZARD4_CAM7_RIG2","Serranidae","Plectropomus","spp","no response","Individual",NA,0,"Plectropomus.spp","4"
"121","Turtle 2LIZARD1_CAM4_RIG2",209.254,291.244,281.228,267.248,1521.913,195.276,0.179885714285714,0.017564,0,0.02436,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","fulviflamma","flight","Individual",279.906666666667,0.0139746666666667,"Lutjanus.fulviflamma","1"
"122","Turtle 2LIZARD2_CAM4_RIG1",290.802,NA,NA,291.9,2286.263,271.41,0,NA,NA,0,"Turtle","LIZARD2_CAM4_RIG1","Haemulidae","Diagramma","pictum","no response","Individual",291.9,0,"Diagramma.pictum","2"
"123","Turtle 2LIZARD2_CAM5_RIG3",349.892,415.37,450.207,514.737,668.563,207.29,0.274965811965812,0,0.116395,0.126108,"Turtle","LIZARD2_CAM5_RIG3","Haemulidae","Diagramma","pictum","flight","Individual",460.104666666667,0.0808343333333333,"Diagramma.pictum","2"
"124","Turtle 2LIZARD3_CAM1_RIG1",128.525,88.83,122.073,143.15,2938.462,441.532,0.122078199052133,0,0,0,"Turtle","LIZARD3_CAM1_RIG1","Haemulidae","Plectorhinchus","albovittatus","flight","Individual",118.017666666667,0,"Plectorhinchus.albovittatus","3"
"125","Turtle 2LIZARD3_CAM2_RIG1",94.049,109.42,92.393,274.76,1563.113,388.293,0.34056,0,0,0,"Turtle","LIZARD3_CAM2_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",158.857666666667,0,"Plectorhinchus.chrysotaenia","3"
"126","Turtle 2LIZARD3_CAM5_RIG3",145.165,155.703,173.844,157.372,650.477,258.726,0.114271889400922,0,0,0,"Diver","LIZARD3_CAM5_RIG3","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",162.306333333333,0,"Plectorhinchus.chrysotaenia","3"
"127","Turtle 2LIZARD3_CAM6_RIG2",353.702,417.211,331.523,244.106,611.939,243.689,0.556426470588235,0,0,0,"Turtle","LIZARD3_CAM6_RIG2","Haemulidae","Plectorhinchus","chrysotaenia","hide","Individual",330.946666666667,0,"Plectorhinchus.chrysotaenia","3"
"128","Turtle 2LIZARD4_CAM4_RIG1",406.48,413.657,424.787,430.477,1643.589,414.442,0.397518965517241,0,0,0,"Turtle","LIZARD4_CAM4_RIG1","Haemulidae","Plectorhinchus","chrysotaenia","flight","Individual",422.973666666667,0,"Plectorhinchus.chrysotaenia","4"
"129","Turtle 3LIZARD1_CAM4_RIG2",393.64,419.075,440.798,334.68,1366.967,224.279,0.0701064516129032,0,0,0,"Turtle","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","carponotatus","C- turn","Individual",398.184333333333,0,"Lutjanus.carponotatus","1"
"130","Turtle 3LIZARD2_CAM5_RIG3",505.385,485.971,510.651,447.274,652.84,178.558,0.108500854700855,0,0.111818,0.123517,"Turtle","LIZARD2_CAM5_RIG3","Haemulidae","Diagramma","pictum","flight","Individual",481.298666666667,0.078445,"Diagramma.pictum","2"
"131","DiverLIZARD1_CAM4_RIG2",167.596,131.403,136.0315,142.6045,1123.927,121.632,0.120702941176471,0.00960583333333333,0,0,"Diver","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",136.679666666667,0.00320194444444444,"Lutjanus.spp","1"
"132","DiverLIZARD3_CAM5_RIG3",274.767,429.656666666667,397.427,387.172,1342.49833333333,157.120333333333,0.668533333333333,0.149338,0.331370333333333,0.505883,"Diver","LIZARD3_CAM5_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",404.751888888889,0.328863777777778,"Lutjanus.fulviflamma","3"
"133","DiverLIZARD4_CAM2_RIG3",105.234,263.749,210.848,169.5995,1375.003,139.322,0.129606115207373,0.0491498333333333,0.0355673333333333,0.0631416666666667,"Diver","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",214.732166666667,0.0492862777777778,"Lutjanus.fulviflamma","4"
"134","PerspexLIZARD1_CAM2_RIG3",167.197333333333,NA,NA,NA,819.379666666667,90.1206666666667,NA,NA,NA,NA,"Perspex","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","spp","no response","School",NA,NA,"Lutjanus.spp","1"
"135","PerspexLIZARD1_CAM4_RIG2",169.290666666667,115.204666666667,127.067666666667,179.349,1209.35433333333,116.807,NA,0,0.0182464444444444,0.0103807777777778,"Perspex","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","no response","School",140.540444444444,0.00954240740740741,"Lutjanus.spp","1"
"136","PerspexLIZARD3_CAM3_RIG2",NA,121.564666666667,102.642,99.2106666666667,1480.65166666667,190.926333333333,NA,0.0288121111111111,0.0171956666666667,NA,"Perspex","LIZARD3_CAM3_RIG2","Lutjanidae","Lutjanus","fulviflamma","no response","School",107.805777777778,0.0245303148148148,"Lutjanus.fulviflamma","3"
"137","PerspexLIZARD4_CAM2_RIG3",NA,NA,NA,NA,623.9635,146.127166666667,NA,NA,NA,NA,"Perspex","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","no response","School",NA,NA,"Lutjanus.fulviflamma","4"
"138","PerspexLIZARD4_CAM5_RIG1",577.72,662.650666666667,598.187666666667,694.493666666667,2055.50766666667,255.109333333333,0.4451170995671,0.0576566666666667,0.126832222222222,NA,"Perspex","LIZARD4_CAM5_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","School",651.777333333333,0.0861416296296296,"Lutjanus.fulviflamma","4"
"139","PipeLIZARD1_CAM2_RIG3",185.038,NA,NA,163.695,898.332,88.4356666666667,0.124425180793866,NA,NA,0.0287482222222222,"Pipe","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","spp","hide","School",147.266666666667,0.0413312222222222,"Lutjanus.spp","1"
"140","PipeLIZARD1_CAM4_RIG2",95.1493333333333,NA,183.689333333333,108.684333333333,883.222,113.678666666667,0.168343386243386,NA,NA,0.0362692222222222,"Pipe","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",156.778777777778,0.0376796666666667,"Lutjanus.spp","1"
"141","PipeLIZARD3_CAM3_RIG2",NA,226.023,247.3525,204.033,1049.1985,202.823,0.141923656888596,0.0849681666666667,0.090656,0.125368833333333,"Pipe","LIZARD3_CAM3_RIG2","Lutjanidae","Lutjanus","fulviflamma","flight","School",225.802833333333,0.100331,"Lutjanus.fulviflamma","3"
"142","SharkLIZARD1_CAM4_RIG2",84.3885,108.9865,123.8855,137.079,1138.0225,109.0005,0.0202798429319372,0,0,0.014311,"Shark","LIZARD1_CAM4_RIG2","Lutjanidae","Lutjanus","spp","hide","School",123.317,0.00477033333333333,"Lutjanus.spp","1"
"143","SharkLIZARD4_CAM2_RIG3",262.6795,240.746,283.471,237.081,773.3595,NA,NA,NA,NA,NA,"Shark","LIZARD4_CAM2_RIG3","Lutjanidae","Lutjanus","fulviflamma","flight","School",253.766,NA,"Lutjanus.fulviflamma","4"
"144","SharkLIZARD4_CAM4_RIG1",157.202,545.193,431.379,219.745333333333,1096.438,221.153666666667,0.313842342342342,0.0661303333333333,0.264722666666667,0.160917,"Shark","LIZARD4_CAM4_RIG1","Lutjanidae","Lutjanus","fulviflamma","flight","School",398.772444444444,0.163923333333333,"Lutjanus.fulviflamma","4"
"145","TurtleLIZARD1_CAM2_RIG3",NA,89.7523333333333,71.67,116.270666666667,967.311,NA,0.156159329140461,0.0245663888888889,0.0503130729684909,0.033706,"Turtle","LIZARD1_CAM2_RIG3","Lutjanidae","Lutjanus","spp","hide","School",92.5643333333333,0.0361951539524599,"Lutjanus.spp","1"
"146","TurtleLIZARD1_CAM6_RIG1",96.872,139.897333333333,133.336333333333,98.5903333333333,1998.41866666667,NA,0,0.1362,0.234299333333333,0.127052,"Turtle","LIZARD1_CAM6_RIG1","Lutjanidae","Lutjanus","fulviflamma","no response","School",123.941333333333,0.165850444444444,"Lutjanus.fulviflamma","1"
"147","TurtleLIZARD3_CAM3_RIG2",NA,164.704333333333,172.879,172.742,1161.83466666667,183.532666666667,NA,0.0416757777777778,0.0720683333333333,0.0380944444444444,"Turtle","LIZARD3_CAM3_RIG2","Lutjanidae","Lutjanus","fulviflamma","no response","School",170.108444444444,0.0506128518518519,"Lutjanus.fulviflamma","3"
